text	translation	source	flag
moulder	腐朽；衰退	both	G4-verb-sense-lost
mound	堆；高地；坟堆；护堤	both	G4-verb-sense-lost
mounds	土堆，土丘； 一大堆	both	G4-verb-sense-lost
mount	增加；爬上；使骑上马；安装，架置；镶嵌，嵌入；准备上演；成立（军队等）	both	G4-verb-sense-lost
mounts	加载的文件系统；山峰	both	G4-verb-sense-lost
mouthed	装腔作势地说	both	G4-verb-sense-lost
mowed	用镰刀等刈草；割草	both	G4-verb-sense-lost
mr	n. 先生(Mister的缩写)	both	review
muck	淤泥；垃圾；肥料；品质低劣的东西	both	G4-verb-sense-lost
mucked	施粪肥于…	both	G4-verb-sense-lost
muckraking	收集并揭发名人丑闻	both	G4-verb-sense-lost
mucks	施粪肥于…	both	G4-verb-sense-lost
mud	弄脏；用泥涂	both	G4-verb-sense-lost
muddle	混合；使咬字不清晰；使微醉	both	G4-verb-sense-lost
muddles	弄乱，弄糟； 使糊涂； 对付，混日子	both	G4-verb-sense-lost
muffed	弄糟，漏接（球），失败	both	G4-verb-sense-lost
muffle	蒙住；裹住；抑制；发低沉的声音	both	G4-verb-sense-lost
muffs	皮手笼，笨拙的人，接球失败	both	G4-verb-sense-lost
mugs	马克杯；杯子	both	G4-verb-sense-lost
multiplex	多样的，多元的；[通信] 多路传输的	both	G4-verb-sense-lost
multiply	乘；使增加；使繁殖；使相乘	both	G4-verb-sense-lost
munch	用力咀嚼；大声咀嚼	both	G4-verb-sense-lost
munching	用力咀嚼；大声咀嚼	both	G4-verb-sense-lost
mushing	软而稠的混合物或块； 糊状物； 玉米粥； 脆弱的感情	both	G4-verb-sense-lost
mushroom	蘑菇，伞菌；蘑菇形物体；暴发户	both	G4-verb-sense-lost
muster	召集；对…进行点名；使振作	both	G4-verb-sense-lost
mutes	哑巴； （乐器上的）弱音器	both	G4-verb-sense-lost
mutilate	切断，毁坏；使…残缺不全；使…支离破碎	both	G4-verb-sense-lost
mutter	咕哝；喃喃自语	both	G4-verb-sense-lost
muttered	咕哝；喃喃自语	both	G4-verb-sense-lost
muzzle	枪口，炮口；口套，口络；动物的鼻口	both	G4-verb-sense-lost
mwf	abbr. ' 女医务人员联合会； Forces；水雷作战部队	both	review
mystify	使神秘化；使迷惑，使困惑	both	G4-verb-sense-lost
mystifying	使神秘化；使迷惑，使困惑	both	G4-verb-sense-lost
nail	钉；使固定；揭露	both	G4-verb-sense-lost
nap	小睡，打盹儿；细毛；孤注一掷	both	G4-verb-sense-lost
napalm	凝固汽油；凝固汽油弹；汽油胶化剂	both	G4-verb-sense-lost
napp	打盹；午睡；发呆；疏忽；使起毛	both	G4-verb-sense-lost
naps	小睡，打盹； 珠皮呢	both	G4-verb-sense-lost
narrow	狭窄的，有限的；勉强的；精密的；度量小的	both	G4-verb-sense-lost
natasha	娜塔莎（亦作Natascha）	both	review
nationalize	使国有化；使民族化；使归化；使成国家	both	G4-verb-sense-lost
naturalize	移植；使入国籍；采纳	both	G4-verb-sense-lost
naturist	裸体主义者（指认为裸体有益身心的人）；天体运动者（等于nudist）	both	review
nautilus	n. 鹦鹉螺；舡鱼；Nautilus.；n. 鹦鹉螺号(美国第一艘核潜艇)	both	review
neared	adj. 近的；近似的；亲近的；吝啬的；adv. 在附近；不久以后；几乎；[罕]吝啬地；prep. 附近；接近；临近；大约；(质量、大小等)相仿；濒临	both	G4-verb-sense-lost
nearing	adj. 近的；近似的；亲近的；吝啬的；adv. 在附近；不久以后；几乎；[罕]吝啬地；prep. 附近；接近；临近；大约；(质量、大小等)相仿；濒临	both	G4-verb-sense-lost
nears	adj. 近的；近似的；亲近的；吝啬的；adv. 在附近；不久以后；几乎；[罕]吝啬地；prep. 附近；接近；临近；大约；(质量、大小等)相仿；濒临	both	G4-verb-sense-lost
necessitate	使成为必需，需要；迫使	both	G4-verb-sense-lost
necessitated	使成为必需，需要；迫使	both	G4-verb-sense-lost
necessitates	使成为必需，需要；迫使	both	G4-verb-sense-lost
ned	内德（男子名，等于Edward）	both	review
needle	针；指针；刺激；针状物	both	G4-verb-sense-lost
negative	[数] 负的；消极的；否定的；阴性的	both	G4-verb-sense-lost
neglect	疏忽，忽视；忽略	both	G4-verb-sense-lost
neighboring	邻近的；附近的（等于neighbouring）	both	review
neighbour	n. 邻居；同胞；仁慈的人	both	G4-verb-sense-lost
nema	[古生物]线管； [医][希]线虫：同nematode； 刺丝	both	review
nerve	n. 神经；勇气；敏感处；叶脉；厚脸皮；v. 鼓起勇气；（复）nerves: 神经紧张.	both	review
nest	巢，窝；安乐窝；温床	both	G4-verb-sense-lost
nestle	舒适地坐定；偎依；半隐半现地处于	both	G4-verb-sense-lost
nests	（鸟）窝； 温床； （套叠在一起的）一套物件； 藏匿处	both	G4-verb-sense-lost
netherlands	荷兰（形容词Netherlandish）；地区名	both	review
netscape	n. 美国网景公司(以开发Internet浏览器闻名)	both	review
neuter	无性动物；中性名词；阉割动物	both	G4-verb-sense-lost
neutered	无性动物；中性名词；阉割动物	both	G4-verb-sense-lost
neutering	无性动物；中性名词；阉割动物	both	G4-verb-sense-lost
neuters	无性动物；中性名词；阉割动物	both	G4-verb-sense-lost
neutralize	抵销；使…中和；使…无效；使…中立	both	G4-verb-sense-lost
neville	内维尔；[男子名] [英格兰人、爱尔兰人姓氏] 内维尔住所名称，来源于古法语，含义是“新+居留地”(new+settlement)	both	review
nibble	细咬；一点一点地咬；吹毛求疵	both	G4-verb-sense-lost
nicole	尼科尔（女子名，等于Nichole）	both	review
ningbo	宁波（中国地名，旧译Ningpo）	both	review
nitpicker	爱吹毛求疵的人挑错的人	both	G4-verb-sense-lost
nix	无（等于nothing）；皆无；女水妖（出现在德国神话中）	both	review
nixes	n. 无, 皆无, 水中精灵	both	G4-verb-sense-lost
nod	点头；打盹；摆动	both	G4-verb-sense-lost
nodder	点头；打盹；摆动	both	G4-verb-sense-lost
nods	点头； 打盹； 打瞌睡； 点头致意	both	G4-verb-sense-lost
nom	名义上的（等于nominal）	both	review
nominate	推荐；提名；任命；指定	both	G4-verb-sense-lost
nonplussed	困惑的；陷于窘境的	both	G4-verb-sense-lost
nora	n. 诺拉（女子名；Eleanor；Honora；Leonora的昵称）	both	review
nose	鼻子；嗅觉；突出的部分；探问	both	G4-verb-sense-lost
notarize	确认；证明	both	G4-verb-sense-lost
notarized	[法] 由公证人证实的	both	G4-verb-sense-lost
notch	刻痕，凹口；等级；峡谷	both	G4-verb-sense-lost
note	笔记；音符；票据；注解；纸币；便笺；照会；调子	both	G4-verb-sense-lost
notes	注释，说明，笔记；[金融] 票据	both	G4-verb-sense-lost
notice	通知，布告；注意；公告	both	G4-verb-sense-lost
novell	美国Novell公司，以开发网络产品著称	both	review
nudge	推动；用肘轻推；没完没了抱怨的人	both	G4-verb-sense-lost
nudged	推动；用肘轻推；没完没了抱怨的人	both	G4-verb-sense-lost
nudges	用肘轻推； 讨厌的人； （暗指与性行为有关的事）眉来眼去	both	G4-verb-sense-lost
null	无效的，无价值的；等于零的	both	G4-verb-sense-lost
nulled	无效的, 无价值的；等于零的	both	G4-verb-sense-lost
nulls	a. 无效力的, 无效的, 无价值的	both	G4-verb-sense-lost
number	数；（杂志等的）期；号码；数字；算术	both	G4-verb-sense-lost
nurse	看护，护理；照顾；培养；给…喂奶	both	G4-verb-sense-lost
nursed	护理； 照料； 喂； 吃奶	both	G4-verb-sense-lost
nut	螺母，螺帽；坚果；难对付的人，难解的问题	both	G4-verb-sense-lost
nuzzle	用鼻紧挨，用鼻爱抚；紧贴某人	both	G4-verb-sense-lost
nz	新西兰（国家名， Zealand）；新西兰国家航空公司	both	review
oakley	[俚]赠券（等于 Oakley）；奥克利眼镜	both	review
objectified	使具体化，使客观化；体现	both	G4-verb-sense-lost
objectify	使具体化，使客观化；体现	both	G4-verb-sense-lost
oblige	迫使；强制；赐，施恩惠；责成；义务	both	G4-verb-sense-lost
obscure	昏暗的，朦胧的；晦涩的，不清楚的；隐蔽的；不著名的，无名的	both	G4-verb-sense-lost
obsess	迷住，缠住；使…着迷；使…困扰	both	G4-verb-sense-lost
obtained	adj. 获得的；动词obtain过去式和过去分词.	both	review
occasion	时机，机会；场合；理由	both	G4-verb-sense-lost
occluding	[医]牙合的，咬合的	both	G4-verb-sense-lost
occupy	占据，占领；居住；使忙碌	both	G4-verb-sense-lost
offed	[用于祈使句]走开，滚开，站开	both	G4-verb-sense-lost
offered	提供，提议；奉献	both	G4-verb-sense-lost
offers	提议；出价；试图；求婚	both	G4-verb-sense-lost
officiate	主持（仪式）；行使（职务）；担任裁判	both	G4-verb-sense-lost
offs	[用于祈使句]走开，滚开，站开	both	G4-verb-sense-lost
oil	油；石油；油画颜料	both	G4-verb-sense-lost
ollie	奥利（男子名，等于Oliver）；奥莉（女子名，等于Olive）；翱骊（滑板的一种动作）	both	review
operationalize	使开始运转；实施；使用于操作	both	G4-verb-sense-lost
oppress	压迫，压抑；使……烦恼；使……感到沉重	both	G4-verb-sense-lost
orbit	轨道；眼眶；势力范围；生活常规	both	G4-verb-sense-lost
orbited	在…轨道上运行，环绕轨道运行	both	G4-verb-sense-lost
orbits	轨道； 势力范围	both	G4-verb-sense-lost
orbs	在校寄宿学校	both	G4-verb-sense-lost
ordain	任命某人为牧师；授某人以圣职；（上帝、法律等）命令；注定	both	G4-verb-sense-lost
organize	组织；使有系统化；给予生机；组织成立工会等	both	G4-verb-sense-lost
organized	有组织的；安排有秩序的；做事有条理的	both	G4-verb-sense-lost
orient	使适应；确定方向；使朝东	both	G4-verb-sense-lost
orientated	朝向；面向；确定方向；使适应	both	G4-verb-sense-lost
orientating	朝向； 面向； 确定方向； 使适应	both	G4-verb-sense-lost
ornament	装饰；[建][服装] 装饰物；教堂用品	both	G4-verb-sense-lost
orthopedic	整形外科的（等于orthopaedic）	both	review
orwell	奥韦尔(①姓氏 ②George, 本名 Blair, 1903-1950, 英国小说家及散文家)	both	review
ostracize	放逐；排斥；按贝壳流放法放逐	both	G4-verb-sense-lost
ostracized	放逐；排斥；按贝壳流放法放逐	both	G4-verb-sense-lost
ottoman	土耳其帝国的（等于Turkish）；土耳其人的；土耳其民族的	both	review
outbid	在开价上战胜；出价高于	both	G4-verb-sense-lost
outed	伸出； 揭露； 驱逐； 使熄灭	both	G4-verb-sense-lost
outfit	机构；用具；全套装备	both	G4-verb-sense-lost
outfitted	机构；用具；全套装备	both	G4-verb-sense-lost
outfitting	码头舾装；舾装设备	both	G4-verb-sense-lost
outflank	迂回；挫败；翼侧包围；智胜	both	G4-verb-sense-lost
outlast	比…长久；从…中逃生	both	G4-verb-sense-lost
outlaw	歹徒；罪犯；亡命之徒；被剥夺法律保护者	both	G4-verb-sense-lost
outlawed	歹徒；罪犯；亡命之徒；被剥夺法律保护者	both	G4-verb-sense-lost
outlawing	歹徒；罪犯；亡命之徒；被剥夺法律保护者	both	G4-verb-sense-lost
outlive	比…活得长；比…经久；经受住；渡过…而存在	both	G4-verb-sense-lost
outnumber	数目超过；比…多	both	G4-verb-sense-lost
outrage	愤怒，愤慨；暴行；侮辱	both	G4-verb-sense-lost
outshot	一面坡屋	both	G4-verb-sense-lost
outsmart	比…更聪明；用计谋打败	both	G4-verb-sense-lost
outspread	使扩张；使展开；使伸展	both	G4-verb-sense-lost
outstrip	超过；胜过；比…跑得快	both	G4-verb-sense-lost
outwear	穿破，穿坏；比…经久耐用；用旧；使筋疲力尽	both	G4-verb-sense-lost
outweigh	比…重（在重量上）；比…重要；比…有价值	both	G4-verb-sense-lost
overcrowd	使过度拥挤；把…塞得过满	both	G4-verb-sense-lost
overdo	把…做得过分；使过于疲劳；对…表演过火；夸张	both	G4-verb-sense-lost
overestimate	对……评价过高；对……估计过高	both	G4-verb-sense-lost
overfished	对…进行过度捕捞	both	G4-verb-sense-lost
overhaul	分解检查，大修；追上并超过	both	G4-verb-sense-lost
overhauled	分解检查，大修；追上并超过	both	G4-verb-sense-lost
overland	adj. 陆路的；adv. 经由陆路地；Overland.；n. 欧弗兰（美国密苏里州东部一城市）	both	review
overlie	躺在…上面；覆在…上面；压在（婴儿、幼仔）身上使之窒息而死	both	G4-verb-sense-lost
overlook	忽略；俯瞰；远眺；检查；高耸于…之上	both	G4-verb-sense-lost
overpass	超越；胜过；忽略	both	G4-verb-sense-lost
overplay	夸张；过分依赖…的力量；把…演得过火；将高尔夫球打到果岭之外	both	G4-verb-sense-lost
overprotective	过分保护的；过分溺爱的	both	G4-verb-sense-lost
overreached	因过于雄心勃勃而失败	both	G4-verb-sense-lost
overreaching	手伸得过远；过度延伸	both	G4-verb-sense-lost
overreact	反应过度；反作用过强	both	G4-verb-sense-lost
overrun	泛滥成灾；超出限度	both	G4-verb-sense-lost
oversee	监督；审查；俯瞰；偷看到，无意中看到	both	G4-verb-sense-lost
overset	打翻； 颠覆； 推翻； 为…排版过密	both	G4-verb-sense-lost
overshadow	使失色；使阴暗；遮阴；夺去…的光彩	both	G4-verb-sense-lost
overshadowed	使失色；使阴暗；遮阴；夺去…的光彩	both	G4-verb-sense-lost
overshoot	超越；打过头；把…做过头	both	G4-verb-sense-lost
overshot	（水车等）上射式的，上颚突出的	both	G4-verb-sense-lost
overspend	超支；过度使用；花费过多	both	G4-verb-sense-lost
overspread	蒙盖； 扩张； 蔓延； 铺满	both	G4-verb-sense-lost
overstress	过分强调；过分拉紧（或紧张）	both	G4-verb-sense-lost
oversupply	[经] 供给过多；过多的供应品	both	G4-verb-sense-lost
overture	前奏曲；提案；序幕	both	G4-verb-sense-lost
overturn	推翻；倾覆；破坏	both	G4-verb-sense-lost
overwhelm	淹没；压倒；受打击；覆盖；压垮	both	G4-verb-sense-lost
owe	欠；感激；应给予；应该把……归功于	both	G4-verb-sense-lost
oxidize	使氧化；使生锈	both	G4-verb-sense-lost
oxidized	被氧化的；生锈的	both	G4-verb-sense-lost
oxygenate	氧化，充氧；以氧处理；使…与氧化合	both	G4-verb-sense-lost
pack	包装；一群；背包；包裹；一副	both	G4-verb-sense-lost
packable	可捆扎的；可打包的；可压紧的	both	G4-verb-sense-lost
packs	包裹；生存集群；资料袋	both	G4-verb-sense-lost
padlock	挂锁；关闭；禁止进入	both	G4-verb-sense-lost
page	页；记录；大事件，时期；男侍者	both	G4-verb-sense-lost
paining	& vi. （使）疼痛，（使）痛苦，伤害	both	G4-verb-sense-lost
paint	油漆；绘画；装饰；涂色于；描绘；（用语言，文字等）描写；擦脂粉等	both	G4-verb-sense-lost
pair	一对，一双，一副	both	G4-verb-sense-lost
paisley	n. (苏格兰)佩斯利涡旋纹花呢；adj. 佩斯利织物的；Paisley.；n. 佩斯里(苏格兰西南部一城市)	both	review
palaver	谈判，交涉；奉承	both	G4-verb-sense-lost
pales	变得苍白，失色，变得暗淡	both	G4-verb-sense-lost
palest	灰白的； 苍白的； 白皙的； 浅色的	both	G4-verb-sense-lost
palmyra	n. [植]扇叶树头榈；Palmyra.；n. 帕尔米拉(叙利亚城市名)	both	review
palpate	有触须的	both	G4-verb-sense-lost
pamper	纵容；使…过量；给…吃得过多	both	G4-verb-sense-lost
pampering	纵容；饮食过度	both	G4-verb-sense-lost
pan	平底锅；盘状的器皿；淘盘子，金盘，秤盘	both	G4-verb-sense-lost
pandering	迎合；勾引；怂恿；拉皮条	both	G4-verb-sense-lost
panel	仪表板；嵌板；座谈小组，全体陪审员	both	G4-verb-sense-lost
panels	面板；[建] 嵌板；事务委员会	both	G4-verb-sense-lost
panhandle	平锅柄；（美）柄状的狭长区域	both	G4-verb-sense-lost
panhandling	平锅柄；（美）柄状的狭长区域	both	G4-verb-sense-lost
panned	淘金	both	G4-verb-sense-lost
panted	喘气，喘息； 喘着气说	both	G4-verb-sense-lost
panty	女裤；童裤（等于panties）	both	review
papered	贴纸； 用纸覆盖； 隐瞒，掩饰	both	G4-verb-sense-lost
paraded	（使）集合接受检阅； 游行，列队行进； 展示，炫耀	both	G4-verb-sense-lost
parading	（使）集合接受检阅； 游行，列队行进； 展示，炫耀	both	G4-verb-sense-lost
paragraph	段落；短评；段落符号	both	G4-verb-sense-lost
paralyze	使麻痹；使瘫痪	both	G4-verb-sense-lost
paralyzes	使瘫痪，使麻痹； 使不能正常活动	both	G4-verb-sense-lost
parametrize	确定…的参数 , 用参数表示	both	G4-verb-sense-lost
paramount	adj. 极为重要的；至高无上的；n. 最高统治者；Paramount.；n. 派拉蒙(美电影公司)	both	review
paraphrase	释义；解释；意译	both	G4-verb-sense-lost
paraphrased	释义；改述；演释曲	both	G4-verb-sense-lost
paraphrasing	释义；意译；改写	both	G4-verb-sense-lost
pare	消减；削皮；剪；修掉（边等）	both	G4-verb-sense-lost
parent	父亲（或母亲）；父母亲；根源	both	G4-verb-sense-lost
parented	父亲（或母亲）；父母亲；根源	both	G4-verb-sense-lost
parks	公园； 停车场	both	G4-verb-sense-lost
parry	回避；挡开；闪避的回答	both	G4-verb-sense-lost
partake	吃，喝；分享；参与；分担；带有某种性质	both	G4-verb-sense-lost
partaking	分享；参与；分担；带有某种性质	both	G4-verb-sense-lost
partition	划分，分开；[数] 分割；隔墙；隔离物	both	G4-verb-sense-lost
partners	伙伴；合作伙伴；[法] 合伙人	both	G4-verb-sense-lost
paste	面团，膏；糊状物，[胶粘] 浆糊	both	G4-verb-sense-lost
pat	轻拍；小块；轻拍声	both	G4-verb-sense-lost
patent	专利权；执照；专利品	both	G4-verb-sense-lost
patriate	把修改(收录在1867年英国北美法中的加拿大宪法) 的权力从英国政府手中移交给加拿大联邦政府	both	G4-verb-sense-lost
patronize	以高人一等的态度对待；经常光顾，惠顾；资助；保护	both	G4-verb-sense-lost
patronized	以高人一等的态度对待；经常光顾，惠顾；资助；保护	both	G4-verb-sense-lost
pats	轻拍； 轻拍某物发出的声音； 小团； 小块	both	G4-verb-sense-lost
pattered	发出急速轻的拍声，嗒嗒地跑	both	G4-verb-sense-lost
pattering	发出急速轻的拍声，嗒嗒地跑	both	G4-verb-sense-lost
patterns	n. 式样；图案；样式；模式；名词的pattern复数形式.	both	review
patting	恰好的；熟练的；合适的	both	G4-verb-sense-lost
patty	n. 肉饼；Patty；n. 帕蒂(女子名；Mathilda；Matilda； 的昵称)	both	review
paused	已暂停的；中止的	both	G4-verb-sense-lost
pavilion	阁；亭子；大帐篷；展示馆	both	G4-verb-sense-lost
pawed	用爪抓	both	G4-verb-sense-lost
pawned	典当，抵押； 以（某事物）担保	both	G4-verb-sense-lost
pawning	典当，抵押； 以（某事物）担保	both	G4-verb-sense-lost
pawns	（国际象棋中的）兵； 卒； 被人利用的人； 小卒	both	G4-verb-sense-lost
pays	付给； 付款； 有利可图； （对…）有利	both	G4-verb-sense-lost
pb	n. 出版委员会；出版物公报；祈祷书；元素铅 plumbum的缩写.	both	review
pda	个人数字助理（等于 Assistant）；秀恩爱	both	review
peak	山峰；最高点；顶点；帽舌	both	G4-verb-sense-lost
peal	钟声，钟乐；隆隆声，响亮持久的声音；编钟	both	G4-verb-sense-lost
pearce	[英格兰人姓氏] 皮尔斯来源于中世纪英语教名，Peter的土语形式； [地名] [加拿大、美国] 皮尔斯	both	review
peck	许多；配克（容量单位，等于2加仑）；啄痕；快速轻吻	both	G4-verb-sense-lost
pecked	啄，啄食，小口地吃； 匆匆地吻	both	G4-verb-sense-lost
pecks	啄； 匆匆的一吻	both	G4-verb-sense-lost
peed	速度；横向临界速度	both	G4-verb-sense-lost
peer	封为贵族；与…同等	both	G4-verb-sense-lost
peered	凝视； 盯着看； 同等； 比得上	both	G4-verb-sense-lost
peering	对等互连；对等操作；互传；同级化	both	G4-verb-sense-lost
peeve	怨恨；麻烦的事物；触怒	both	G4-verb-sense-lost
pegs	钉子；衣夹；过场用之画面	both	G4-verb-sense-lost
pelts	投掷； 速度； （雨等的）大降； 抨击	both	G4-verb-sense-lost
penalize	处罚；处刑；使不利	both	G4-verb-sense-lost
penalized	处罚；处刑；使不利	both	G4-verb-sense-lost
penciler	用铅笔写[画]的人；〈英俚〉(赛马等的)登记赌注者	both	G4-verb-sense-lost
penciller	用铅笔写[画]的人；〈英俚〉(赛马等的)登记赌注者	both	G4-verb-sense-lost
pentagon	n. 五边形；Pentagon:五角大楼（美国国防部）.	both	review
people	人；人类；民族；公民	both	G4-verb-sense-lost
peopling	人；人类；民族；公民	both	G4-verb-sense-lost
perch	鲈鱼； 高位；栖木；杆	both	G4-verb-sense-lost
perched	栖息的；置于高处的	both	G4-verb-sense-lost
perches	栖息处； 栖枝； 高处； 鲈鱼	both	G4-verb-sense-lost
perforate	穿孔于，打孔穿透；在…上打齿孔	both	G4-verb-sense-lost
perform	执行；完成；演奏	both	G4-verb-sense-lost
perish	死亡；毁灭；腐烂；枯萎	both	G4-verb-sense-lost
perished	感觉很冷的；脆裂的	both	G4-verb-sense-lost
perjure	作伪证；使发伪誓；使破坏誓言	both	G4-verb-sense-lost
perked	（使）活跃； （使）增值； 使更有趣	both	G4-verb-sense-lost
perking	（使）活跃； （使）增值； 使更有趣	both	G4-verb-sense-lost
perks	特权；额外津贴；特别待遇	both	G4-verb-sense-lost
permute	交换；变更；排列	both	G4-verb-sense-lost
perrin	佩兰( Baptiste, 1870-1942, 法国物理学家, 曾获1926年诺贝尔物理学奖)	both	review
persevere	坚持；不屈不挠；固执己见（在辩论中）	both	G4-verb-sense-lost
persevered	坚持；不屈不挠；固执己见（在辩论中）	both	G4-verb-sense-lost
personify	使人格化；赋与…以人性	both	G4-verb-sense-lost
persuade	说服，劝说；使某人相信；劝某人做（不做）某事	both	G4-verb-sense-lost
perturb	扰乱；使…混乱；使…心绪不宁	both	G4-verb-sense-lost
pervert	堕落者；行为反常者；性欲反常者；变态	both	G4-verb-sense-lost
pestering	纠缠，烦扰；使烦恼	both	G4-verb-sense-lost
pet	宠物；生气；受宠爱的人	both	G4-verb-sense-lost
petition	请愿；请愿书；祈求；[法] 诉状	both	G4-verb-sense-lost
petitioning	请愿；请愿书；祈求；[法] 诉状	both	G4-verb-sense-lost
peyton	佩顿（亦作 Payton）	both	review
philly	费城（Philadelphia的俗称，美国一座城市）	both	review
phoned	打电话给某人	both	G4-verb-sense-lost
phosphorus	磷	both	review
photosensitizing	[医]光敏化	both	G4-verb-sense-lost
pickle	泡菜；盐卤；腌制食品	both	G4-verb-sense-lost
pics	n. 照片；电影；picture的简写.	both	review
picture	照片，图画；影片；景色；化身	both	G4-verb-sense-lost
pieced	凑合； 凑成； 修补； 组合资料（以便了解情况）	both	G4-verb-sense-lost
pierce	刺穿；洞察；响彻；深深地打动	both	G4-verb-sense-lost
pierces	刺入，刺穿，穿透； 冲破，突破	both	G4-verb-sense-lost
pigg	猪，猪肉，贪婪的人	both	G4-verb-sense-lost
pigment	[物][生化] 色素；颜料	both	G4-verb-sense-lost
pike	通行费；矛；梭子鱼；尖头；收费道路	both	G4-verb-sense-lost
pikes	（昔日士兵用的）矛； 梭鱼，狗鱼	both	G4-verb-sense-lost
pilfer	窃；偷窃；小偷小摸	both	G4-verb-sense-lost
pilfered	[法] 偷窃；剽窃	both	G4-verb-sense-lost
pill	药丸；弹丸，子弹；口服避孕药	both	G4-verb-sense-lost
pillory	示众；颈手枷；使惹人嘲笑	both	G4-verb-sense-lost
pills	药丸；[药] 丸剂	both	G4-verb-sense-lost
pinball	弹球戏；钉球戏（一种赌博游戏机）	both	G4-verb-sense-lost
pinches	夹痛； 逮捕； 盗窃； 使入不敷出	both	G4-verb-sense-lost
pinnacle	高峰；小尖塔；尖峰；极点	both	G4-verb-sense-lost
pinned	牵制；用针别住；刺穿	both	G4-verb-sense-lost
pinpointed	准确地找出或描述； 为…准确定位	both	G4-verb-sense-lost
pinpointing	准确地找出或描述； 为…准确定位	both	G4-verb-sense-lost
pinpoints	准确地找出或描述； 为…准确定位	both	G4-verb-sense-lost
pinprick	针刺；针孔；令人烦恼的小事	both	G4-verb-sense-lost
piqued	赌气的；不满的；激怒的	both	G4-verb-sense-lost
piques	伤害…的自尊心； 激起（好奇心）	both	G4-verb-sense-lost
pirate	海盗；盗版；侵犯专利权者	both	G4-verb-sense-lost
pit	矿井；深坑；陷阱；（物体或人体表面上的）凹陷；（英国剧场的）正厅后排；正厅后排的观众	both	G4-verb-sense-lost
pith	精髓；核心；骨髓；要旨	both	G4-verb-sense-lost
pitied	同情，怜悯； 觉得…可鄙	both	G4-verb-sense-lost
pities	怜悯； 同情； 可惜的事； 憾事	both	G4-verb-sense-lost
pity	怜悯，同情；遗憾	both	G4-verb-sense-lost
pivots	枢； 最重要的人（或事物）； 中心； 核心	both	G4-verb-sense-lost
pix	n. 照片（pictures的简写）；圣餐盒（pyx的变体）	both	review
plague	瘟疫；灾祸；麻烦；讨厌的人	both	G4-verb-sense-lost
plaguing	瘟疫；灾祸；麻烦；讨厌的人	both	G4-verb-sense-lost
planck	普朗克 ( Ludwig, 1858-1947, 德国物理学家, 量子论确立者, 曾获1918年诺贝尔物理学奖)	both	review
planed	刨平；乘飞机旅行	both	G4-verb-sense-lost
plank	[木] 厚木板；支架；政纲条款	both	G4-verb-sense-lost
planked	[木] 厚木板；支架；政纲条款	both	G4-verb-sense-lost
planks	（厚）木板； 政纲条目，政策要点	both	G4-verb-sense-lost
plant	工厂，车间；植物；设备；庄稼	both	G4-verb-sense-lost
plats	驾驶员助降电视系统； 精确定位与跟踪系统	both	G4-verb-sense-lost
pleads	恳求，请求； 提出…为借口[理由]； （向法庭）陈述案情； （在法庭）申辩，认罪，辩护	both	G4-verb-sense-lost
pledge	保证，誓言；抵押；抵押品，典当物	both	G4-verb-sense-lost
pledged	保证；抵押；给予	both	G4-verb-sense-lost
pledges	保证，誓言；抵押；抵押品，典当物	both	G4-verb-sense-lost
plight	困境；境况；誓约	both	G4-verb-sense-lost
plots	情节；阴谋；小块土地；平面图	both	G4-verb-sense-lost
plow	[农机] 犁；似犁的工具；北斗七星	both	G4-verb-sense-lost
plows	犁； 犁型铲雪机	both	G4-verb-sense-lost
pluck	勇气；内脏；快而猛的拉	both	G4-verb-sense-lost
plugs	[电] 插头；栓塞，[通信] 插塞	both	G4-verb-sense-lost
plumbs	经历； 探究； 用铅垂线校正； 用铅锤测量	both	G4-verb-sense-lost
plumed	有羽毛的；羽毛状的；用羽毛装饰的	both	G4-verb-sense-lost
plumped	（使）圆胖； （使）鼓起； （使）突然沉重地落下； 有信心地选择	both	G4-verb-sense-lost
plumping	（使）圆胖； （使）鼓起； （使）突然沉重地落下； 有信心地选择	both	G4-verb-sense-lost
plumps	（使）圆胖； （使）鼓起； （使）突然沉重地落下； 有信心地选择	both	G4-verb-sense-lost
plunder	抢夺；战利品；掠夺品	both	G4-verb-sense-lost
plundered	抢夺；战利品；掠夺品	both	G4-verb-sense-lost
plundering	抢夺；战利品；掠夺品	both	G4-verb-sense-lost
plunked	（使）（发出扑嗵声地）重重掉下	both	G4-verb-sense-lost
plunking	（使）（发出扑嗵声地）重重掉下	both	G4-verb-sense-lost
pointer	n. 指针；教鞭；（能指出猎物位置的）猎犬；暗示；主意；Pointer: 指极星.	both	review
poison	毒药，毒物；酒；有毒害的事物；[助剂] 抑制剂	both	G4-verb-sense-lost
poke	戳；刺；袋子；懒汉	both	G4-verb-sense-lost
poked	伸出； 戳出； 拨弄； 与（某人）性交	both	G4-verb-sense-lost
pokes	伸出； 戳出； 拨弄； 与（某人）性交	both	G4-verb-sense-lost
poking	刺；拨火	both	G4-verb-sense-lost
pol	油料（Petroleum， Lubricants）；北极星导弹	both	review
polaroid	n. 人造偏光板；Polaroid.；n. 偏光薄膜；有偏光薄膜的太阳眼镜；宝丽来(一种快速成像照相机)；用宝丽来拍出来的照片	both	review
poles	极点；雪杖；杆位次数	both	G4-verb-sense-lost
police	警察，警方；治安	both	G4-verb-sense-lost
policing	流量监管，监控；维持治安，整顿	both	G4-verb-sense-lost
